NomeDocente	ID_LATTES_MERGED	Vinculo	UnidadeExercicio	OrgaoExercicio	Curso	Habilitacao	Turno	Modalidade	ProgramaPG	DESC_NIVEL
CRISTIANE MATTE	6680838100394109	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
DANIEL PENS GELAIN	8231221319859774	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
DIOGO LOSCH DE OLIVEIRA	3056695127432911	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
DIOGO ONOFRE GOMES DE SOUZA	9534019126486839	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
EDUARDO RIGON ZIMMER	5176521993930916	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
FABIO KLAMT	3256932358053453	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
FABRICIO FIGUEIRO	1982792471305839	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
FATIMA THERESINHA COSTA RODRIGUES GUMA	5998899509025338	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
GUILHIAN LEIPNITZ	7204238734073912	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
JADE DE OLIVEIRA	3876261602871474	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
JOSE CLAUDIO FONSECA MOREIRA	0710138621945711	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
LISIANE DE OLIVEIRA PORCIUNCULA	1915302154212507	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
LUIS VALMOR CRUZ PORTELA	1044603525620701	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
MARCELO DE OLIVEIRA DIETRICH	1041314984820658	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
MARCIA KAUER SANT ANNA	1097892568771095	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
MARCOS ROBERTO DE OLIVEIRA	2572265395333355	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
MARIA ELISA CALCAGNOTTO	0585587827221284	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
MARIA LUIZA SARAIVA PEREIRA	9303754283954464	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
MARINA CONCLI LEITE	9845707095179694	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
MOACIR WAJNER	2714257711512999	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
RACHEL KROLOW SANTOS SILVA BAST	2953625624259589	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
VERA MARIA TREIS TRINDADE	6098582184108798	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)	Acadêmico
ADRIANA SIMON COITINHO	9160438397694580	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ADRIANE BELLO KLEIN	2163429510713972	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ALDO BOLTEN LUCION	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ALEX SANDER DA ROSA ARAUJO	7994626656627010	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ANA HELENA DA ROSA PAZ	4417107747333980	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ANAPAULA SOMMER VINAGRE	3226502924718407	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
BRUNO DUTRA ARBO	4567140173114666	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
CARLOS ALEXANDRE NETTO	5561942279332110	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
CRISTIANE MATTE	6680838100394109	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ELOISA DA SILVEIRA LOSS	2870600036896513	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
FERNANDO BENETTI	2630366822189538	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
GUILHERME BALDO	2931036303075761	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
GUILHIAN LEIPNITZ	7204238734073912	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ILMA SIMONI BRUM DA SILVA	1494285940661111	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
IONARA RODRIGUES SIQUEIRA	9359704557693024	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
IRACI LUCENA DA SILVA TORRES	3765572633415830	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
LUCIANO STURMER DE FRAGA	2856277028783788	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
LUIZ CARLOS RIOS KUCHARSKI	9168070449464479	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
MARCELO LAZZARON LAMERS	9421062861957581	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
MARCIA TRAPP	0317069085056163	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
MARIA FLAVIA MARQUES RIBEIRO	0959063179708785	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
MAURICIO DA SILVA KRAUSE	7989040959035699	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
NADJA SCHRODER	9014561138124809	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
NORMA ANAIR POSSA MARRONI	0504456375208670	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
PAMELA BILLIG MELLO CARPES	0450761543923331	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
PATRICIA HELENA LUCAS PRANKE	4063751977530416	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
PAULO CAVALHEIRO SCHENKEL	9567157549505039	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
PAULO IVO HOMEM DE BITTENCOURT JUNIOR	0700137809969252	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
POLI MARA SPRITZER	2842154181751816	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ROSELIS SILVEIRA MARTINS DA SILVA	0445877164948351	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
VIVIANE ROSTIROLA ELSNER	8253903664597069	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
WANIA APARECIDA PARTATA	0824553146640408	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
WEBER CLAUDIO FRANCISCO NUNES DA SILVA	1892865713778963	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (FISIOLOGIA)	Acadêmico
ALBERTO ANTONIO RASIA FILHO	8468102707861581	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
ALDO BOLTEN LUCION	8710255472521188	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
ALEXANDRE SILVA DE QUEVEDO	6044921892142868	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
ANDRE QUINCOZES DOS SANTOS	3727635178947713	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
ANGELO LUIS STAPASSOLI PIATO	0837379287129794	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
CARLA DALMAZ	2251360975074588	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
CARLOS ALBERTO SARAIVA GONCALVES	8546635518344761	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
CARLOS ALEXANDRE NETTO	5561942279332110	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
CARMEM JURACY SILVEIRA GOTTFRIED	3658669547742426	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
DENISE MARIA ZANCAN	9704037242439598	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
GISELE GUS MANFRO	6846640248695680	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
JORGE ALBERTO QUILLFELDT	9645409237037238	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
LENIR ORLANDI PEREIRA SILVA	6026679505108827	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
LUCAS DE OLIVEIRA ALVARES	3265375571162133	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
MARCO ANTONIO STEFANI	4591398640800049	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
MARCO AURELIO PIRES IDIART	2139627813265829	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
MARIA CRISTINA FACCIONI HEUS	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
MARIA ELISA CALCAGNOTTO	0585587827221284	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
MIRNA BAINY LEAL	5919408178301273	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
PATRICIA PELUFO SILVEIRA	4583835222018610	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
PATRICIA PEREIRA	1141660061525473	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
ROSA MARIA MARTINS DE ALMEIDA	6751848439655908	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
ROSANE GOMEZ	1154029985295116	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
SIMONE MARCUZZO	9677689249944390	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
TADEU MELLO E SOUZA	5235770846966035	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
TAIS MALYSZ	6222252036289320	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)	Acadêmico
ADRIANA SIMON COITINHO	9160438397694580	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ADRIANE RIBEIRO ROSA	0567585090638338	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ALEXANDRE MENEGHELLO FUENTEF	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ANA PAULA HERRMANN	0872269852862450	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ANDRESSA DE SOUZA	4381176393451474	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ANGELO LUIS STAPASSOLI PIATO	0837379287129794	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ARTUR FRANCISCO SCHUMACHER SCHUH	6128817557694715	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
CAROLINE BRUNETTO DE FARIAS	7436592001738094	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
CAROLINE DANI	1842161365207246	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
EDUARDO RIGON ZIMMER	5176521993930916	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
FRANCISCO MONTAGNER	2937031469516770	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
IONARA RODRIGUES SIQUEIRA	9359704557693024	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
IRACI LUCENA DA SILVA TORRES	3765572633415830	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
IRENE CLEMES KULKAMP GUERREIRO	9385103078887175	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
JOAO ROBERTO BRAGA DE MELLO	7327075085295767	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
LEILA BELTRAMI MOREIRA	7726006794065515	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
LICIANE FERNANDES MEDEIROS	5125761216271730	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
MARCELO LAZZARON LAMERS	9421062861957581	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
MIRNA BAINY LEAL	5919408178301273	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
NADJA SCHRODER	9014561138124809	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
PATRICIA PEREIRA	1141660061525473	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
RAFAEL ROESLER	6516219295405539	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
RAFAEL SELBACH SCHEFFEL	9925957818567115	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
REGIS ADRIEL ZANETTE	3166371422900794	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ROSANE GOMEZ	1154029985295116	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
TERESA CRISTINA TAVARES DALLA COSTA	3345924324711668	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA	Acadêmico
ALEXANDRE DO CANTO ZAGO	6046838227602400	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
ANDERSON DONELLI DA SILVEIRA	3130341244494301	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
ANDREIA BIOLO	3405976143874001	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
ANGELA BARRETO SANTIAGO SANTOS	2107290049281584	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
BEATRIZ D AGORD SCHAAN	1552797252054251	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
BRUCE BARTHOLOW DUNCAN	4862166496983255	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
CARISI ANNE POLANCZYK	5434363301784948	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
DANIEL UMPIERRE DE MORAES	7262168077244929	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
DENIS MARTINEZ	8156673210851454	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
EDUARDO GEHLING BERTOLDI	3127553513519653	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
EMILIO HIDEYUKI MORIGUCHI	8420962145466003	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
ENEIDA REJANE RABELO DA SILVA	6162426459534414	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
FELIPE COSTA FUCHS	2306318874526867	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES	Acadêmico
